transaction_id,line_id,titulo,cantidad,precio_unitario,descuento_aplicado_pct,precio_final_unitario,line_total,vendor,ingest_date
CR-TX-0009641,CR-TX-0009641-L03,Rompecabezas 1000 Apollo 11 Docking,2,39.9,3.0,38.7,77.4,crisol,2025-11-09
CR-TX-0009641,CR-TX-0009641-L04,"Diario oficial de Alas de sangre: Te necesito, Violet",2,55.92,14.0,48.09,96.18,crisol,2025-11-09
CR-TX-0009642,CR-TX-0009642-L01,Journal Twilight Garden,3,49.9,4.0,47.9,143.7,crisol,2025-11-09
CR-TX-0009642,CR-TX-0009642-L02,Invictus. Constantino. el Emperador Guerrero,2,55.92,4.0,53.68,107.36,crisol,2025-11-09
CR-TX-0009643,CR-TX-0009643-L01,Frost. Néctar y escarcha. 1,1,47.2,3.0,45.78,45.78,crisol,2025-11-09
CR-TX-0009643,CR-TX-0009643-L02,El poder de la cocreación,2,40.0,17.0,33.2,66.4,crisol,2025-11-09
CR-TX-0009643,CR-TX-0009643-L03,Érase una vez,3,68.0,20.0,54.4,163.2,crisol,2025-11-09
CR-TX-0009643,CR-TX-0009643-L04,Nos divertimos aprendiendo mates,3,48.3,18.0,39.61,118.83,crisol,2025-11-09
CR-TX-0009644,CR-TX-0009644-L01,Spider-Man/Deadpool 4. La verdadera historia de los Parker,3,45.5,24.0,34.58,103.74,crisol,2025-11-09
CR-TX-0009644,CR-TX-0009644-L02,Mary y el Gigante,2,60.0,13.0,52.2,104.4,crisol,2025-11-09
CR-TX-0009645,CR-TX-0009645-L01,El Paraíso Perdido,1,63.2,17.0,52.46,52.46,crisol,2025-11-09
CR-TX-0009645,CR-TX-0009645-L02,Mikeltube contra el Hacker 2.0. Mikeltube. 4,1,55.2,12.0,48.58,48.58,crisol,2025-11-09
CR-TX-0009645,CR-TX-0009645-L03,Una revolución llamada Rasputín,1,90.3,9.0,82.17,82.17,crisol,2025-11-09
CR-TX-0009646,CR-TX-0009646-L01,Un cuerpo humano extraordinario,1,32.0,1.0,31.68,31.68,crisol,2025-11-09
CR-TX-0009646,CR-TX-0009646-L02,Antes del Incal,3,119.2,1.0,118.01,354.03,crisol,2025-11-09
CR-TX-0009646,CR-TX-0009646-L03,Reason in Human Affairs,1,77.4,2.0,75.85,75.85,crisol,2025-11-09
CR-TX-0009646,CR-TX-0009646-L04,La ballena varada,3,71.92,5.0,68.32,204.96,crisol,2025-11-09
CR-TX-0009647,CR-TX-0009647-L01,Las expediciones de los vikingos. Los exploradores del tiempo. 2,3,64.0,13.0,55.68,167.04,crisol,2025-11-09
CR-TX-0009647,CR-TX-0009647-L02,Rompecabezas Level Up! Nivel 3 Vehículos Dinosaurios,1,69.01,12.0,60.73,60.73,crisol,2025-11-09
CR-TX-0009648,CR-TX-0009648-L01,Seamos un para siempre,2,71.2,24.0,54.11,108.22,crisol,2025-11-09
CR-TX-0009648,CR-TX-0009648-L02,Pack Robin Sharma,1,119.2,24.0,90.59,90.59,crisol,2025-11-09
CR-TX-0009648,CR-TX-0009648-L03,El monstruo de colores va al cole,2,59.5,5.0,56.52,113.04,crisol,2025-11-09
CR-TX-0009648,CR-TX-0009648-L04,Mushoku Tensei 11,2,26.4,1.0,26.14,52.28,crisol,2025-11-09
CR-TX-0009649,CR-TX-0009649-L01,Los Juegos del Hambre 3. Sinsajo,2,71.2,11.0,63.37,126.74,crisol,2025-11-09
CR-TX-0009649,CR-TX-0009649-L02,When the Heavens Went on Sale,3,94.5,2.0,92.61,277.83,crisol,2025-11-09
CR-TX-0009649,CR-TX-0009649-L03,Rompecabezas 1000 La Consagración De Napoleón,3,59.9,11.0,53.31,159.93,crisol,2025-11-09
CR-TX-0009649,CR-TX-0009649-L04,Libreta Bookaroo A5 V&A Sundour Pheasant,1,69.9,3.0,67.8,67.8,crisol,2025-11-09
CR-TX-0009650,CR-TX-0009650-L01,El Arte del Recuerdo. Viajes y Memorias de un Antropólogo,3,47.2,10.0,42.48,127.44,crisol,2025-11-09
CR-TX-0009651,CR-TX-0009651-L01,Marcapáginas Sun,3,17.9,5.0,17.0,51.0,crisol,2025-11-09
CR-TX-0009651,CR-TX-0009651-L02,El sol de Breda. Las aventuras del capitán Alatriste. 3,1,39.2,6.0,36.85,36.85,crisol,2025-11-09
CR-TX-0009652,CR-TX-0009652-L01,Alguien hablo de nosotros,1,55.2,2.0,54.1,54.1,crisol,2025-11-09
CR-TX-0009652,CR-TX-0009652-L02,El monje y la cortesana,3,36.8,14.0,31.65,94.95,crisol,2025-11-09
CR-TX-0009653,CR-TX-0009653-L01,Alberto Fujimori. Imagen y poder 1990-2000,2,55.2,16.0,46.37,92.74,crisol,2025-11-09
CR-TX-0009653,CR-TX-0009653-L02,La casa de las letras,3,55.2,10.0,49.68,149.04,crisol,2025-11-09
CR-TX-0009653,CR-TX-0009653-L03,Ataque a los titanes (edición integral) 04,2,87.5,7.0,81.38,162.76,crisol,2025-11-09
CR-TX-0009654,CR-TX-0009654-L01,Un mundo sin amor 1. The Amazing Spiderman. 1,1,24.8,10.0,22.32,22.32,crisol,2025-11-09
CR-TX-0009654,CR-TX-0009654-L02,Un Tributo a la Tierra,3,95.2,0.0,95.2,285.6,crisol,2025-11-09
CR-TX-0009654,CR-TX-0009654-L03,Set de Journal Volant Tonos Verdes Pocket Rayado,1,49.9,10.0,44.91,44.91,crisol,2025-11-09
CR-TX-0009655,CR-TX-0009655-L01,En busca de la felicidad,1,76.0,11.0,67.64,67.64,crisol,2025-11-09
CR-TX-0009656,CR-TX-0009656-L01,La jugada final. Una herencia en juego. 3,3,63.2,21.0,49.93,149.79,crisol,2025-11-09
CR-TX-0009656,CR-TX-0009656-L02,La montaña de libros más alta del mundo,3,55.93,1.0,55.37,166.11,crisol,2025-11-09
CR-TX-0009656,CR-TX-0009656-L03,Los Compas y la maldición de Mikecrack. Los Compas. 4,2,47.92,23.0,36.9,73.8,crisol,2025-11-09
CR-TX-0009657,CR-TX-0009657-L01,¡Dulce hogar!,3,16.0,11.0,14.24,42.72,crisol,2025-11-09
CR-TX-0009658,CR-TX-0009658-L01,Zom 100: Bucket List of the Dead 9,3,33.0,17.0,27.39,82.17,crisol,2025-11-09
CR-TX-0009658,CR-TX-0009658-L02,Fairy Tail 12,2,23.2,6.0,21.81,43.62,crisol,2025-11-09
CR-TX-0009658,CR-TX-0009658-L03,La luna en una noche lluviosa 01,2,24.8,18.0,20.34,40.68,crisol,2025-11-09
CR-TX-0009658,CR-TX-0009658-L04,Food Wars!: Shokugeki no Soma 11,3,24.8,14.0,21.33,63.99,crisol,2025-11-09
CR-TX-0009659,CR-TX-0009659-L01,La mariquita,1,34.3,21.0,27.1,27.1,crisol,2025-11-09
CR-TX-0009659,CR-TX-0009659-L02,El Lobo Solitario y Su Cachorro 3. la Colina de los Lobos,3,39.92,22.0,31.14,93.42,crisol,2025-11-09
CR-TX-0009659,CR-TX-0009659-L03,"Nosotros, con buena suerte",3,79.92,9.0,72.73,218.19,crisol,2025-11-09
CR-TX-0009659,CR-TX-0009659-L04,El dueño del secreto,3,39.92,18.0,32.73,98.19,crisol,2025-11-09
CR-TX-0009660,CR-TX-0009660-L01,La reina de la torre,1,44.0,5.0,41.8,41.8,crisol,2025-11-09
CR-TX-0009660,CR-TX-0009660-L02,Sacerdotes homosexuales,1,47.2,3.0,45.78,45.78,crisol,2025-11-09
CR-TX-0009661,CR-TX-0009661-L01,El poder de los Incas,2,56.0,18.0,45.92,91.84,crisol,2025-11-09
CR-TX-0009661,CR-TX-0009661-L02,Hijos dorados,3,64.0,12.0,56.32,168.96,crisol,2025-11-09
CR-TX-0009661,CR-TX-0009661-L03,Los mitos griegos 2,3,88.8,13.0,77.26,231.78,crisol,2025-11-09
CR-TX-0009662,CR-TX-0009662-L01,Relato de un Naufrago,1,31.2,11.0,27.77,27.77,crisol,2025-11-09
CR-TX-0009663,CR-TX-0009663-L01,Mañana te escribo,3,47.2,10.0,42.48,127.44,crisol,2025-11-09
CR-TX-0009663,CR-TX-0009663-L02,Dragon Ball 22,3,24.8,14.0,21.33,63.99,crisol,2025-11-09
CR-TX-0009663,CR-TX-0009663-L03,Elige tu filosofía de vida,1,73.5,16.0,61.74,61.74,crisol,2025-11-09
CR-TX-0009664,CR-TX-0009664-L01,La Asistenta 1,1,71.2,16.0,59.81,59.81,crisol,2025-11-09
CR-TX-0009665,CR-TX-0009665-L01,"Rompecabezas 1000 The Café Terrace On The Place Du Forum, Arles, At Night",2,59.9,17.0,49.72,99.44,crisol,2025-11-09
CR-TX-0009665,CR-TX-0009665-L02,Constitución Política del Perú,1,20.0,6.0,18.8,18.8,crisol,2025-11-09
CR-TX-0009665,CR-TX-0009665-L03,Cuatro veranos,2,47.92,16.0,40.25,80.5,crisol,2025-11-09
CR-TX-0009665,CR-TX-0009665-L04,De Ninguna Parte,1,71.2,13.0,61.94,61.94,crisol,2025-11-09
CR-TX-0009666,CR-TX-0009666-L01,Mi primera enciclopedia del saber,2,24.0,22.0,18.72,37.44,crisol,2025-11-09
CR-TX-0009666,CR-TX-0009666-L02,THE GOON 01. SOLO MISERIA,2,36.8,24.0,27.97,55.94,crisol,2025-11-09
CR-TX-0009666,CR-TX-0009666-L03,Mamita,1,63.2,21.0,49.93,49.93,crisol,2025-11-09
CR-TX-0009666,CR-TX-0009666-L04,Horas en una Biblioteca,1,31.92,21.0,25.22,25.22,crisol,2025-11-09
CR-TX-0009667,CR-TX-0009667-L01,Sólo el acero. Tierra de Héroes. 1,1,79.2,11.0,70.49,70.49,crisol,2025-11-09
CR-TX-0009668,CR-TX-0009668-L01,Universo y planetas extraordinarios,2,32.0,2.0,31.36,62.72,crisol,2025-11-09
CR-TX-0009669,CR-TX-0009669-L01,Neuromante. Trilogía del Sprawl. 1,1,71.92,14.0,61.85,61.85,crisol,2025-11-09
CR-TX-0009669,CR-TX-0009669-L02,El infinito en un junco (edición limitada firmada),3,71.2,4.0,68.35,205.05,crisol,2025-11-09
CR-TX-0009669,CR-TX-0009669-L03,Marcapáginas Book Scarf Gris & Crema,3,40.0,0.0,40.0,120.0,crisol,2025-11-09
CR-TX-0009670,CR-TX-0009670-L01,La fortaleza de la soledad,3,55.2,9.0,50.23,150.69,crisol,2025-11-09
CR-TX-0009671,CR-TX-0009671-L01,"Los mejores cuentos de corsarios, viajes y aventuras",2,45.6,14.0,39.22,78.44,crisol,2025-11-09
CR-TX-0009671,CR-TX-0009671-L02,La última función,3,79.92,6.0,75.12,225.36,crisol,2025-11-09
CR-TX-0009671,CR-TX-0009671-L03,Discipline Is Destiny,2,66.5,21.0,52.54,105.08,crisol,2025-11-09
CR-TX-0009671,CR-TX-0009671-L04,Alias,1,103.2,20.0,82.56,82.56,crisol,2025-11-09
CR-TX-0009672,CR-TX-0009672-L01,La boda de Tony Stark & Emma Frost. Invincible Iron Man. 2,1,31.2,5.0,29.64,29.64,crisol,2025-11-09
CR-TX-0009672,CR-TX-0009672-L02,Un perro de carácter,1,63.2,5.0,60.04,60.04,crisol,2025-11-09
CR-TX-0009673,CR-TX-0009673-L01,Heidi. Una bonita amistad,3,34.3,20.0,27.44,82.32,crisol,2025-11-09
CR-TX-0009673,CR-TX-0009673-L02,01 HP. Harry Potter y la piedra filosofal (edición especial),2,103.2,6.0,97.01,194.02,crisol,2025-11-09
CR-TX-0009674,CR-TX-0009674-L01,La caricia del infierno. Los Elementos Oscuros. 2,3,88.0,5.0,83.6,250.8,crisol,2025-11-09
CR-TX-0009674,CR-TX-0009674-L02,Breve historia general del Perú,3,71.92,0.0,71.92,215.76,crisol,2025-11-09
CR-TX-0009674,CR-TX-0009674-L03,Lo que hay,1,71.2,24.0,54.11,54.11,crisol,2025-11-09
CR-TX-0009675,CR-TX-0009675-L01,Inuyasha 2,2,41.3,24.0,31.39,62.78,crisol,2025-11-09
CR-TX-0009675,CR-TX-0009675-L02,EL AMOR EN LOS TIEMPOS DE COLERA,1,47.2,10.0,42.48,42.48,crisol,2025-11-09
CR-TX-0009675,CR-TX-0009675-L03,Banana Fish 04,1,36.8,6.0,34.59,34.59,crisol,2025-11-09
CR-TX-0009675,CR-TX-0009675-L04,Dulces tinieblas,2,104.3,4.0,100.13,200.26,crisol,2025-11-09
CR-TX-0009676,CR-TX-0009676-L01,Las ranas saben cantar,3,52.5,17.0,43.57,130.71,crisol,2025-11-09
CR-TX-0009676,CR-TX-0009676-L02,La Ilíada y la Odisea según Homero,1,47.2,12.0,41.54,41.54,crisol,2025-11-09
CR-TX-0009676,CR-TX-0009676-L03,Casos célebres: 200 controversias judiciales,3,36.0,10.0,32.4,97.2,crisol,2025-11-09
CR-TX-0009677,CR-TX-0009677-L01,Los libros de Terramar,3,239.2,24.0,181.79,545.37,crisol,2025-11-09
CR-TX-0009677,CR-TX-0009677-L02,Las flores de la señora Dalloway,2,47.2,25.0,35.4,70.8,crisol,2025-11-09
CR-TX-0009677,CR-TX-0009677-L03,Rompecabezas Level Up! Nivel 3 Princess Romance,3,69.01,7.0,64.18,192.54,crisol,2025-11-09
CR-TX-0009677,CR-TX-0009677-L04,Fouché. Retrato de un Hombre Político,2,79.2,9.0,72.07,144.14,crisol,2025-11-09
CR-TX-0009678,CR-TX-0009678-L01,Vil dama de la fortuna,1,76.0,2.0,74.48,74.48,crisol,2025-11-09
CR-TX-0009679,CR-TX-0009679-L01,El Principito,1,15.2,6.0,14.29,14.29,crisol,2025-11-09
CR-TX-0009680,CR-TX-0009680-L01,Qué difícil es el amor para un otaku 7,3,45.5,10.0,40.95,122.85,crisol,2025-11-09
CR-TX-0009680,CR-TX-0009680-L02,Berserk 41,1,24.8,22.0,19.34,19.34,crisol,2025-11-09
CR-TX-0009680,CR-TX-0009680-L03,Goblin Slayer 3,1,29.4,6.0,27.64,27.64,crisol,2025-11-09
CR-TX-0009681,CR-TX-0009681-L01,Euforia,1,76.0,3.0,73.72,73.72,crisol,2025-11-09
CR-TX-0009681,CR-TX-0009681-L02,La maldición del Titán. Percy Jackson y los dioses del Olimpo. 3,3,71.2,22.0,55.54,166.62,crisol,2025-11-09
CR-TX-0009682,CR-TX-0009682-L01,Cada quien a su modo,1,55.2,23.0,42.5,42.5,crisol,2025-11-09
CR-TX-0009683,CR-TX-0009683-L01,Harry Potter y la cámara secreta. Harry Potter. 2,3,63.2,18.0,51.82,155.46,crisol,2025-11-09
CR-TX-0009683,CR-TX-0009683-L02,Desde la hondonada 1,3,71.2,5.0,67.64,202.92,crisol,2025-11-09
CR-TX-0009683,CR-TX-0009683-L03,El libro de las 16 personalidades,3,83.3,2.0,81.63,244.89,crisol,2025-11-09
CR-TX-0009683,CR-TX-0009683-L04,De Dónde Venimos los Cholos,3,19.92,2.0,19.52,58.56,crisol,2025-11-09
CR-TX-0009684,CR-TX-0009684-L01,Donde Wenling,3,71.92,20.0,57.54,172.62,crisol,2025-11-09
CR-TX-0009684,CR-TX-0009684-L02,Secretos del Túnel,1,31.2,22.0,24.34,24.34,crisol,2025-11-09
CR-TX-0009685,CR-TX-0009685-L01,Sangre en la nieve,2,103.2,5.0,98.04,196.08,crisol,2025-11-09
CR-TX-0009685,CR-TX-0009685-L02,Batman contra Ra's al Ghul,3,52.5,7.0,48.82,146.46,crisol,2025-11-09
CR-TX-0009685,CR-TX-0009685-L03,Rompecabezas 2000 Les Demoiselles d'Avignon,3,89.9,21.0,71.02,213.06,crisol,2025-11-09
CR-TX-0009685,CR-TX-0009685-L04,Harley Quinn. Harley Quiere al Joker,2,66.5,9.0,60.52,121.04,crisol,2025-11-09
CR-TX-0009686,CR-TX-0009686-L01,Cuaderno de lettering y caligrafía para principiantes,1,47.2,10.0,42.48,42.48,crisol,2025-11-09
CR-TX-0009686,CR-TX-0009686-L02,El bestiario de Axlin. Guardianes de la Ciudadela. 1,3,71.2,4.0,68.35,205.05,crisol,2025-11-09
CR-TX-0009687,CR-TX-0009687-L01,Asmodeo,1,71.2,6.0,66.93,66.93,crisol,2025-11-09
CR-TX-0009688,CR-TX-0009688-L01,One Piece 49,2,24.8,24.0,18.85,37.7,crisol,2025-11-09
CR-TX-0009689,CR-TX-0009689-L01,Dragon Ball Color: Saga Origen 06,3,66.5,12.0,58.52,175.56,crisol,2025-11-09
CR-TX-0009689,CR-TX-0009689-L02,Star Wars Leyendas: El ojo de la mente,2,31.92,11.0,28.41,56.82,crisol,2025-11-09
CR-TX-0009690,CR-TX-0009690-L01,"Rompecabezas 500 Brilla en la Oscuridad Big Ben, Londres",3,49.9,7.0,46.41,139.23,crisol,2025-11-09
CR-TX-0009690,CR-TX-0009690-L02,Luces de Lectura Pequeña Gris,1,39.9,23.0,30.72,30.72,crisol,2025-11-09
CR-TX-0009690,CR-TX-0009690-L03,Balada del consentimiento a este mundo,3,42.5,5.0,40.38,121.14,crisol,2025-11-09
CR-TX-0009691,CR-TX-0009691-L01,Horror de Dunwich,1,55.2,22.0,43.06,43.06,crisol,2025-11-09
CR-TX-0009691,CR-TX-0009691-L02,Los Vengadores. La era de Ultrón,3,51.0,13.0,44.37,133.11,crisol,2025-11-09
CR-TX-0009691,CR-TX-0009691-L03,"Ilusiones de la Transición. El Antiplano Peruano, 1780 -1930",1,48.0,13.0,41.76,41.76,crisol,2025-11-09
CR-TX-0009692,CR-TX-0009692-L01,La extraña desaparición de Esme Lennox,3,39.2,24.0,29.79,89.37,crisol,2025-11-09
CR-TX-0009692,CR-TX-0009692-L02,Easy Readers Metal Bridge Tortoiseshell +1.5,2,69.01,18.0,56.59,113.18,crisol,2025-11-09
CR-TX-0009692,CR-TX-0009692-L03,¡Experimentamos! Electricidad y magnetismo,2,45.5,7.0,42.31,84.62,crisol,2025-11-09
CR-TX-0009692,CR-TX-0009692-L04,Rompecabezas 3D HMS Victory,2,79.0,22.0,61.62,123.24,crisol,2025-11-09
CR-TX-0009693,CR-TX-0009693-L01,Devil's Reign,1,40.0,19.0,32.4,32.4,crisol,2025-11-09
CR-TX-0009693,CR-TX-0009693-L02,Caos en Hokkaido. Karasu Kids. 1,1,29.5,24.0,22.42,22.42,crisol,2025-11-09
CR-TX-0009694,CR-TX-0009694-L01,Carta de una desconocida/ Veinticuatro horas en la vida de una mujer,2,48.3,22.0,37.67,75.34,crisol,2025-11-09
CR-TX-0009694,CR-TX-0009694-L02,La pareja perfecta,3,71.2,4.0,68.35,205.05,crisol,2025-11-09
CR-TX-0009694,CR-TX-0009694-L03,Corazón roto,3,79.92,14.0,68.73,206.19,crisol,2025-11-09
CR-TX-0009695,CR-TX-0009695-L01,Luz de lectura The Really Tiny Verde Menta,3,39.9,2.0,39.1,117.3,crisol,2025-11-09
CR-TX-0009695,CR-TX-0009695-L02,Jurassic World: The Official Cookbook,2,87.92,16.0,73.85,147.7,crisol,2025-11-09
CR-TX-0009695,CR-TX-0009695-L03,Hasta que caiga la luna. Moonfall. 1,2,95.2,6.0,89.49,178.98,crisol,2025-11-09
CR-TX-0009696,CR-TX-0009696-L01,Proyector de Cuentos Clásicos Mideer Verde,2,199.0,4.0,191.04,382.08,crisol,2025-11-09
CR-TX-0009696,CR-TX-0009696-L02,Boulevard 1,1,63.2,9.0,57.51,57.51,crisol,2025-11-09
CR-TX-0009696,CR-TX-0009696-L03,No te comas este libro,1,55.92,17.0,46.41,46.41,crisol,2025-11-09
CR-TX-0009697,CR-TX-0009697-L01,La boda de la asistenta,1,31.2,9.0,28.39,28.39,crisol,2025-11-09
CR-TX-0009697,CR-TX-0009697-L02,Rompecabezas lonchera princesa,2,69.01,14.0,59.35,118.7,crisol,2025-11-09
CR-TX-0009697,CR-TX-0009697-L03,El rey cuervo. All For The Game. 2,1,62.3,11.0,55.45,55.45,crisol,2025-11-09
CR-TX-0009697,CR-TX-0009697-L04,El último artefacto socialista,2,103.2,23.0,79.46,158.92,crisol,2025-11-09
CR-TX-0009698,CR-TX-0009698-L01,Como polvo en el viento,3,55.92,14.0,48.09,144.27,crisol,2025-11-09
CR-TX-0009698,CR-TX-0009698-L02,Y LIBRANOS DEL MAL,3,47.92,14.0,41.21,123.63,crisol,2025-11-09
CR-TX-0009698,CR-TX-0009698-L03,Enciclopedia Pokémon,3,103.2,9.0,93.91,281.73,crisol,2025-11-09
CR-TX-0009699,CR-TX-0009699-L01,Cuando despierten las flores,1,79.92,5.0,75.92,75.92,crisol,2025-11-09
CR-TX-0009700,CR-TX-0009700-L01,La mirada de Humilda,2,47.2,1.0,46.73,93.46,crisol,2025-11-09
CR-TX-0009701,CR-TX-0009701-L01,"Friedrich Schwend, un Vecino Ejemplar",3,79.92,8.0,73.53,220.59,crisol,2025-11-09
CR-TX-0009701,CR-TX-0009701-L02,El sistema inmune por fin sale del armario,1,63.2,2.0,61.94,61.94,crisol,2025-11-09
CR-TX-0009701,CR-TX-0009701-L03,Una corte de hielo y estrellas,1,47.92,18.0,39.29,39.29,crisol,2025-11-09
CR-TX-0009701,CR-TX-0009701-L04,El libro de los secretos vivientes,1,72.0,24.0,54.72,54.72,crisol,2025-11-09
CR-TX-0009702,CR-TX-0009702-L01,Rompecabezas 500  Island Of Peace,3,49.9,5.0,47.4,142.2,crisol,2025-11-09
CR-TX-0009702,CR-TX-0009702-L02,"Ada Magnífica, científica, investiga... ¡Todo sobre volar!",2,47.2,17.0,39.18,78.36,crisol,2025-11-09
CR-TX-0009702,CR-TX-0009702-L03,Franny y Zooey,3,68.0,8.0,62.56,187.68,crisol,2025-11-09
CR-TX-0009702,CR-TX-0009702-L04,Highlighter Reading Guides,3,19.89,21.0,15.71,47.13,crisol,2025-11-09
CR-TX-0009703,CR-TX-0009703-L01,Ángeles y Demonios. Robert Langdon. 1,3,55.92,13.0,48.65,145.95,crisol,2025-11-09
CR-TX-0009703,CR-TX-0009703-L02,Medio Siglo de un Mundo para Julius. Ocho Lecturas,2,40.0,23.0,30.8,61.6,crisol,2025-11-09
CR-TX-0009703,CR-TX-0009703-L03,Llavero dragon caballeros del zodiaco,1,49.9,8.0,45.91,45.91,crisol,2025-11-09
CR-TX-0009703,CR-TX-0009703-L04,Estuche 12 marcadores doble punta Artesco Sketch Marker,1,27.6,9.0,25.12,25.12,crisol,2025-11-09
CR-TX-0009704,CR-TX-0009704-L01,Vampire Knight 2,2,23.2,13.0,20.18,40.36,crisol,2025-11-09
CR-TX-0009704,CR-TX-0009704-L02,Estuche Saga Meses a tu lado,2,239.2,19.0,193.75,387.5,crisol,2025-11-09
CR-TX-0009704,CR-TX-0009704-L03,Indigno de ser humano 1,1,41.3,4.0,39.65,39.65,crisol,2025-11-09
CR-TX-0009705,CR-TX-0009705-L01,Set de tarjetas Wildflower Meadow,3,49.9,3.0,48.4,145.2,crisol,2025-11-09
CR-TX-0009705,CR-TX-0009705-L02,Las Mil y una Noches: Estuche de Dos Tomos,1,258.3,18.0,211.81,211.81,crisol,2025-11-09
CR-TX-0009706,CR-TX-0009706-L01,Organizador Notebook Tidy Gold,1,69.9,5.0,66.41,66.41,crisol,2025-11-09
CR-TX-0009706,CR-TX-0009706-L02,20th Century Boys 3,2,63.92,22.0,49.86,99.72,crisol,2025-11-09
CR-TX-0009707,CR-TX-0009707-L01,Exorcismos de Esti(L)O,2,47.2,3.0,45.78,91.56,crisol,2025-11-09
CR-TX-0009708,CR-TX-0009708-L01,Aprende con Peppa Pig. Mi planeta,1,39.2,2.0,38.42,38.42,crisol,2025-11-09
CR-TX-0009708,CR-TX-0009708-L02,De Mi Casona,3,25.6,19.0,20.74,62.22,crisol,2025-11-09
CR-TX-0009708,CR-TX-0009708-L03,El Corán,3,112.0,20.0,89.6,268.8,crisol,2025-11-09
CR-TX-0009708,CR-TX-0009708-L04,Rompecabezas 1000 Mona Lisa,3,59.9,4.0,57.5,172.5,crisol,2025-11-09
CR-TX-0009709,CR-TX-0009709-L01,El pacto del agua,2,95.2,5.0,90.44,180.88,crisol,2025-11-09
CR-TX-0009710,CR-TX-0009710-L01,Marvel Eat the Universe: The Official Cookbook,3,103.92,24.0,78.98,236.94,crisol,2025-11-09
CR-TX-0009711,CR-TX-0009711-L01,El ABC del género,3,15.92,17.0,13.21,39.63,crisol,2025-11-09
CR-TX-0009712,CR-TX-0009712-L01,Encuentros,1,55.92,10.0,50.33,50.33,crisol,2025-11-09
CR-TX-0009712,CR-TX-0009712-L02,¡Mártir!,1,79.2,23.0,60.98,60.98,crisol,2025-11-09
CR-TX-0009712,CR-TX-0009712-L03,El Lobo Solitario y Su Cachorro 5. la Noche de los Colmillos,3,47.92,1.0,47.44,142.32,crisol,2025-11-09
CR-TX-0009713,CR-TX-0009713-L01,Una princesa del hielo muy poco agraciada. Diario de Nikki. 4,3,39.2,22.0,30.58,91.74,crisol,2025-11-09
CR-TX-0009713,CR-TX-0009713-L02,El mar. Mi primer libro de sonidos,1,44.0,20.0,35.2,35.2,crisol,2025-11-09
CR-TX-0009713,CR-TX-0009713-L03,La soledad de un cielo sin estrellas,1,79.92,9.0,72.73,72.73,crisol,2025-11-09
CR-TX-0009714,CR-TX-0009714-L01,Loathe to Love You,1,41.3,9.0,37.58,37.58,crisol,2025-11-09
CR-TX-0009714,CR-TX-0009714-L02,Dobble,2,64.99,19.0,52.64,105.28,crisol,2025-11-09
CR-TX-0009714,CR-TX-0009714-L03,The Fed Unbound,1,51.0,7.0,47.43,47.43,crisol,2025-11-09
CR-TX-0009715,CR-TX-0009715-L01,La ciencia de hacerse rico,3,31.92,19.0,25.86,77.58,crisol,2025-11-09
CR-TX-0009716,CR-TX-0009716-L01,Harry Potter Gryffindor Magic,3,79.92,12.0,70.33,210.99,crisol,2025-11-09
CR-TX-0009716,CR-TX-0009716-L02,Dinosaurios y animales prehistóricos del Perú,3,39.2,21.0,30.97,92.91,crisol,2025-11-09
CR-TX-0009717,CR-TX-0009717-L01,Turismo Escolar Potencial Ruta de Aprendizaje,1,23.2,17.0,19.26,19.26,crisol,2025-11-09
CR-TX-0009717,CR-TX-0009717-L02,Los hombres de Putin,2,23.92,13.0,20.81,41.62,crisol,2025-11-09
CR-TX-0009717,CR-TX-0009717-L03,El desfile nocturno de los cien demonios,1,83.3,24.0,63.31,63.31,crisol,2025-11-09
CR-TX-0009717,CR-TX-0009717-L04,Redeeming 6. Los chicos de Tommen. 4,3,71.2,24.0,54.11,162.33,crisol,2025-11-09
CR-TX-0009718,CR-TX-0009718-L01,Metafísica,3,63.2,6.0,59.41,178.23,crisol,2025-11-09
CR-TX-0009719,CR-TX-0009719-L01,Hechos Desconocidos: Vol. 1,2,20.0,16.0,16.8,33.6,crisol,2025-11-09
CR-TX-0009719,CR-TX-0009719-L02,El Principito,1,15.2,7.0,14.14,14.14,crisol,2025-11-09
CR-TX-0009719,CR-TX-0009719-L03,DC ¡Super-mascotas! ¡Conoce a las Supermascotas!,3,27.0,24.0,20.52,61.56,crisol,2025-11-09
CR-TX-0009720,CR-TX-0009720-L01,Boulevard 1,1,63.2,5.0,60.04,60.04,crisol,2025-11-09
CR-TX-0009720,CR-TX-0009720-L02,Incas. Una gran historia para dibujar y colorear,1,23.2,18.0,19.02,19.02,crisol,2025-11-09
CR-TX-0009720,CR-TX-0009720-L03,Gran Historia Visual de la Filosofía,3,71.2,11.0,63.37,190.11,crisol,2025-11-09
CR-TX-0009720,CR-TX-0009720-L04,La Casa Verde,3,47.2,13.0,41.06,123.18,crisol,2025-11-09
CR-TX-0009721,CR-TX-0009721-L01,Toca y Busca. los Animales,3,24.5,10.0,22.05,66.15,crisol,2025-11-09
CR-TX-0009721,CR-TX-0009721-L02,Bluey: A dormir,1,55.2,14.0,47.47,47.47,crisol,2025-11-09
CR-TX-0009722,CR-TX-0009722-L01,El legado robado,2,68.0,16.0,57.12,114.24,crisol,2025-11-09
CR-TX-0009722,CR-TX-0009722-L02,Todos quieren a Daisy Jones,1,55.2,18.0,45.26,45.26,crisol,2025-11-09
