transaction_id,fecha_compra,usuario_id,region,n_items,total_transaction,medio_pago,estado_pago,vendor,ingest_date
CR-TX-0012046,2024-01-19,107497928,Cajamarca,1,82.56,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012047,2023-03-16,406286844,Huánuco,4,610.15,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012048,2023-03-21,559174581,Arequipa,3,275.78,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012049,2025-07-12,887995334,Arequipa,2,99.07,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012050,2025-08-31,494463016,Ica,2,202.19,Plin,Completado,crisol,2025-11-09
CR-TX-0012051,2024-01-30,930874844,Huancayo,1,81.73,Plin,Completado,crisol,2025-11-09
CR-TX-0012052,2023-02-19,745602677,Cusco,4,206.13,Plin,Completado,crisol,2025-11-09
CR-TX-0012053,2025-08-15,601671124,Chiclayo,2,190.0,Yape,Completado,crisol,2025-11-09
CR-TX-0012054,2025-09-15,485983649,Chiclayo,2,202.54,Plin,Completado,crisol,2025-11-09
CR-TX-0012055,2023-10-01,714384353,Ica,3,437.15,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012056,2022-11-03,195087087,Huánuco,1,152.06,Yape,Completado,crisol,2025-11-09
CR-TX-0012057,2022-12-21,375339059,Lima,1,108.4,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012058,2023-05-13,232546789,Cusco,4,574.4,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012059,2025-06-24,693381428,Arequipa,1,232.86,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012060,2024-12-13,28061387,Ayacucho,4,334.97,Plin,Completado,crisol,2025-11-09
CR-TX-0012061,2025-05-25,859210287,Pucallpa,4,255.26,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012062,2024-03-30,234258002,Ica,3,283.66,Plin,Completado,crisol,2025-11-09
CR-TX-0012063,2024-03-05,845427018,Cusco,4,391.04,Tarjeta de Crédito,Cancelado,crisol,2025-11-09
CR-TX-0012064,2022-10-21,405152019,Ica,1,43.13,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012065,2024-09-01,218610946,Chiclayo,3,280.96,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012066,2025-07-11,618170969,Huánuco,2,63.18,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0012067,2022-10-30,218830034,Arequipa,2,333.87,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012068,2024-02-05,857619480,Lima,3,400.28,Yape,Cancelado,crisol,2025-11-09
CR-TX-0012069,2024-10-21,635449477,Piura,3,406.48,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012070,2024-03-01,867108597,Ica,2,112.16,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012071,2023-09-07,799078978,Huánuco,4,414.27,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0012072,2025-04-05,5869805,Piura,1,21.11,Transferencia,Cancelado,crisol,2025-11-09
CR-TX-0012073,2024-02-10,258655621,Ica,2,329.94,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012074,2023-04-09,352980995,Arequipa,3,415.32,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012075,2023-03-22,996051871,Arequipa,4,601.0,Plin,Pendiente,crisol,2025-11-09
CR-TX-0012076,2025-03-06,263115935,Huánuco,4,279.02,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012077,2025-05-18,168944599,Lima,2,116.48,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0012078,2023-07-10,386556226,Ayacucho,3,411.82,Yape,Completado,crisol,2025-11-09
CR-TX-0012079,2023-03-31,656358865,Cusco,3,291.01,Plin,Completado,crisol,2025-11-09
CR-TX-0012080,2025-01-28,135917419,Pucallpa,3,322.91,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0012081,2025-02-13,781592059,Tacna,3,519.44,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012082,2023-12-30,438932325,Piura,1,825.6,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0012083,2025-03-03,207728366,Ica,2,283.36,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012084,2022-10-17,369949756,Trujillo,4,274.11,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0012085,2022-12-31,629166384,Huancayo,4,167.83,Yape,Completado,crisol,2025-11-09
CR-TX-0012086,2024-06-20,56963442,Pucallpa,2,130.53,Yape,Completado,crisol,2025-11-09
CR-TX-0012087,2023-08-18,600937421,Pucallpa,1,44.13,Plin,Completado,crisol,2025-11-09
CR-TX-0012088,2024-11-28,600937421,Pucallpa,1,192.54,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012089,2023-11-25,262986175,Pucallpa,1,68.9,Plin,Completado,crisol,2025-11-09
CR-TX-0012090,2024-09-25,174079423,Lima,3,376.1,Plin,Completado,crisol,2025-11-09
CR-TX-0012091,2024-01-22,107768794,Ica,1,66.18,Yape,Completado,crisol,2025-11-09
CR-TX-0012092,2023-07-19,283957809,Trujillo,2,196.62,Plin,Completado,crisol,2025-11-09
CR-TX-0012093,2023-04-21,473928974,Cajamarca,1,52.65,Yape,Completado,crisol,2025-11-09
CR-TX-0012094,2025-06-05,900794507,Lima,3,371.38,Plin,Pendiente,crisol,2025-11-09
CR-TX-0012095,2025-08-06,564634125,Chiclayo,1,66.88,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012096,2023-08-01,793216465,Arequipa,4,574.4,Yape,Completado,crisol,2025-11-09
CR-TX-0012097,2024-01-12,658130257,Cusco,1,51.82,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012098,2024-02-03,707821273,Cajamarca,3,299.2,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012099,2023-12-03,210642659,Cajamarca,1,101.76,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012100,2023-06-15,31626483,Ica,3,281.88,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012101,2023-07-20,436245587,Ica,3,272.63,Plin,Completado,crisol,2025-11-09
CR-TX-0012102,2024-06-13,771767632,Cusco,3,225.74,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012103,2024-06-16,241076755,Pucallpa,2,180.98,Yape,Completado,crisol,2025-11-09
CR-TX-0012104,2024-04-06,13493954,Chiclayo,1,107.86,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012105,2024-06-28,114908010,Ica,1,112.38,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012106,2024-03-19,388599931,Ica,1,156.82,Plin,Completado,crisol,2025-11-09
CR-TX-0012107,2024-09-25,131719103,Lima,2,242.61,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012108,2023-04-21,792542863,Ayacucho,2,74.64,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012109,2024-07-10,388331666,Trujillo,1,15.68,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012110,2023-02-18,179829630,Arequipa,1,144.0,Yape,Completado,crisol,2025-11-09
CR-TX-0012111,2023-04-24,641899836,Cusco,4,409.63,Plin,Completado,crisol,2025-11-09
CR-TX-0012112,2024-03-13,164889013,Ayacucho,1,58.97,Efectivo,Cancelado,crisol,2025-11-09
CR-TX-0012113,2023-01-06,224535804,Ayacucho,4,182.69,Plin,Completado,crisol,2025-11-09
CR-TX-0012114,2024-08-24,532564240,Ayacucho,4,444.66,Plin,Completado,crisol,2025-11-09
CR-TX-0012115,2025-06-22,645381960,Pucallpa,2,208.12,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012116,2024-02-29,727914076,Huánuco,1,39.36,Yape,Completado,crisol,2025-11-09
CR-TX-0012117,2024-05-01,428536668,Lima,2,344.16,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012118,2023-09-21,243742981,Arequipa,2,200.8,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012119,2025-04-20,748903745,Cajamarca,1,100.92,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012120,2025-05-15,357196310,Huánuco,1,62.1,Yape,Completado,crisol,2025-11-09
CR-TX-0012121,2025-02-12,365745031,Cusco,2,92.09,Yape,Completado,crisol,2025-11-09
CR-TX-0012122,2023-05-02,43336417,Chiclayo,1,53.04,Plin,Cancelado,crisol,2025-11-09
CR-TX-0012123,2023-09-17,53276464,Huancayo,3,292.07,Yape,Pendiente,crisol,2025-11-09
CR-TX-0012124,2024-02-22,233554434,Trujillo,1,63.36,Plin,Completado,crisol,2025-11-09
CR-TX-0012125,2024-04-25,466435097,Arequipa,3,209.76,Plin,Completado,crisol,2025-11-09
CR-TX-0012126,2024-08-10,869251370,Cusco,1,145.6,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012127,2024-06-13,808507722,Pucallpa,1,53.2,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012128,2023-01-13,673784978,Ayacucho,4,522.6,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012129,2023-04-20,91620316,Arequipa,1,223.44,Yape,Completado,crisol,2025-11-09
CR-TX-0012130,2024-08-03,693329066,Ayacucho,3,455.2,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012131,2023-05-16,552417581,Chiclayo,4,3053.64,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012132,2023-11-09,553620841,Cusco,1,55.68,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012133,2023-04-23,294689553,Arequipa,3,414.01,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012134,2024-01-24,261787772,Tacna,1,66.74,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012135,2022-12-08,363324283,Lima,2,262.86,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012136,2025-08-01,816392182,Lima,3,124.91,Yape,Completado,crisol,2025-11-09
CR-TX-0012137,2023-01-05,244022281,Piura,2,279.22,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012138,2024-12-09,990283447,Cusco,4,186.12,Plin,Completado,crisol,2025-11-09
CR-TX-0012139,2024-08-18,962635127,Huancayo,4,624.8,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012140,2024-11-09,813589412,Ayacucho,1,151.08,Yape,Completado,crisol,2025-11-09
CR-TX-0012141,2023-12-14,555265685,Huancayo,4,654.19,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012142,2024-02-14,543508113,Lima,1,140.19,Plin,Completado,crisol,2025-11-09
CR-TX-0012143,2023-03-24,681153731,Huancayo,2,107.68,Yape,Completado,crisol,2025-11-09
CR-TX-0012144,2025-07-08,966054370,Ica,2,323.28,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0012145,2023-05-19,625597750,Trujillo,1,44.05,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012146,2025-01-17,630927112,Huancayo,4,454.09,Yape,Completado,crisol,2025-11-09
CR-TX-0012147,2023-12-21,387509692,Trujillo,2,136.54,Plin,Completado,crisol,2025-11-09
CR-TX-0012148,2024-09-09,446339338,Piura,4,660.47,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012149,2024-12-11,866729585,Cusco,1,109.38,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0012150,2024-12-06,694283736,Piura,3,547.81,Plin,Completado,crisol,2025-11-09
CR-TX-0012151,2024-04-08,301097380,Huánuco,1,1782.0,Yape,Completado,crisol,2025-11-09
CR-TX-0012152,2025-08-06,294835452,Tacna,2,240.06,Yape,Completado,crisol,2025-11-09
CR-TX-0012153,2025-06-01,620753175,Cajamarca,2,152.11,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012154,2025-06-15,280143543,Chiclayo,2,87.43,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012155,2023-09-03,424995927,Piura,1,94.5,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012156,2023-01-12,847134005,Ayacucho,3,293.22,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012157,2025-04-10,194437160,Trujillo,4,384.01,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012158,2023-08-11,672739082,Trujillo,3,335.02,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012159,2023-01-16,980685138,Tacna,2,165.82,Yape,Completado,crisol,2025-11-09
CR-TX-0012160,2024-07-21,106090203,Ayacucho,4,717.73,Yape,Completado,crisol,2025-11-09
CR-TX-0012161,2025-01-11,401140044,Huancayo,4,251.6,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012162,2025-09-18,186325822,Cusco,1,46.72,Yape,Completado,crisol,2025-11-09
CR-TX-0012163,2024-03-01,495302888,Huancayo,3,365.49,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012164,2023-11-10,287547461,Huánuco,2,299.81,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012165,2023-11-13,723963430,Cajamarca,4,530.93,Plin,Completado,crisol,2025-11-09
CR-TX-0012166,2023-03-12,111247194,Cajamarca,3,306.73,Yape,Completado,crisol,2025-11-09
CR-TX-0012167,2024-02-15,822461359,Huánuco,3,381.26,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012168,2025-05-21,780126986,Tacna,2,349.16,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012169,2024-02-23,859477004,Huancayo,2,176.88,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012170,2024-01-22,441401151,Ica,1,25.95,Yape,Completado,crisol,2025-11-09
CR-TX-0012171,2025-08-26,388288546,Trujillo,4,433.31,Yape,Completado,crisol,2025-11-09
CR-TX-0012172,2024-04-01,635385258,Huancayo,1,147.9,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012173,2023-09-05,777709698,Piura,2,282.79,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012174,2023-03-14,819271478,Chiclayo,3,276.72,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012175,2023-02-19,619904088,Piura,3,342.47,Tarjeta de Crédito,Cancelado,crisol,2025-11-09
CR-TX-0012176,2023-09-06,971454713,Ayacucho,2,371.91,Efectivo,Cancelado,crisol,2025-11-09
CR-TX-0012177,2023-03-11,11756387,Piura,3,257.92,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012178,2023-01-13,152821271,Piura,3,268.49,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0012179,2023-05-14,293610444,Piura,2,1206.7,Plin,Completado,crisol,2025-11-09
CR-TX-0012180,2023-12-16,154503687,Ayacucho,3,257.34,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012181,2024-05-30,343328397,Huancayo,1,35.42,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012182,2024-10-13,373915360,Ayacucho,2,125.6,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012183,2025-02-10,24237378,Chiclayo,1,135.78,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012184,2024-01-12,307908620,Chiclayo,1,63.24,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012185,2025-05-02,884769212,Lima,2,391.77,Transferencia,Cancelado,crisol,2025-11-09
CR-TX-0012186,2025-06-17,620753175,Cajamarca,4,365.49,Yape,Completado,crisol,2025-11-09
CR-TX-0012187,2024-09-19,232107009,Trujillo,4,436.93,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0012188,2023-10-24,611163784,Pucallpa,3,289.04,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012189,2024-08-30,604911575,Chiclayo,1,71.88,Tarjeta de Crédito,Cancelado,crisol,2025-11-09
CR-TX-0012190,2024-07-29,395598590,Chiclayo,1,101.79,Yape,Completado,crisol,2025-11-09
CR-TX-0012191,2023-07-26,888998066,Cusco,2,160.06,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012192,2024-09-17,986256065,Tacna,1,47.32,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012193,2023-05-26,715334552,Huancayo,2,396.99,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012194,2023-03-03,722600617,Huánuco,4,546.51,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012195,2023-03-19,758309093,Ica,1,72.12,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012196,2025-08-10,336914811,Arequipa,2,172.89,Plin,Completado,crisol,2025-11-09
CR-TX-0012197,2024-02-07,529884390,Cajamarca,1,162.33,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012198,2025-03-13,773368624,Chiclayo,2,294.11,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012199,2023-09-03,946135274,Arequipa,3,281.31,Plin,Completado,crisol,2025-11-09
CR-TX-0012200,2024-10-13,362875231,Lima,2,463.26,Plin,Cancelado,crisol,2025-11-09
CR-TX-0012201,2024-02-21,251889705,Lima,1,35.28,Yape,Completado,crisol,2025-11-09
CR-TX-0012202,2023-01-22,776544067,Ayacucho,2,167.03,Yape,Completado,crisol,2025-11-09
CR-TX-0012203,2023-06-28,321455482,Pucallpa,1,35.14,Yape,Completado,crisol,2025-11-09
CR-TX-0012204,2022-12-10,61063165,Trujillo,3,208.7,Yape,Completado,crisol,2025-11-09
CR-TX-0012205,2024-12-02,266783989,Ayacucho,2,120.78,Yape,Completado,crisol,2025-11-09
CR-TX-0012206,2023-07-15,214811006,Piura,4,535.52,Yape,Completado,crisol,2025-11-09
CR-TX-0012207,2023-10-05,431500275,Pucallpa,4,327.91,Plin,Completado,crisol,2025-11-09
CR-TX-0012208,2024-05-26,817310639,Huánuco,4,303.42,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012209,2023-03-10,65310776,Tacna,3,147.0,Yape,Pendiente,crisol,2025-11-09
CR-TX-0012210,2025-04-23,289709060,Ica,4,496.34,Yape,Completado,crisol,2025-11-09
CR-TX-0012211,2022-10-07,753442267,Lima,2,349.2,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012212,2023-12-25,22836003,Chiclayo,1,102.96,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012213,2023-02-02,411194794,Cusco,3,160.74,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012214,2024-04-04,379719931,Cusco,3,155.13,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012215,2024-10-13,583247918,Cajamarca,3,442.19,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012216,2023-04-29,318524165,Trujillo,4,691.56,Yape,Completado,crisol,2025-11-09
CR-TX-0012217,2022-11-16,745171293,Lima,1,86.4,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012218,2024-07-30,114077454,Ica,3,198.84,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012219,2024-02-01,487875211,Ayacucho,4,294.06,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012220,2024-03-06,325623035,Huánuco,2,280.06,Plin,Completado,crisol,2025-11-09
CR-TX-0012221,2024-01-01,336225854,Huánuco,4,287.43,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012222,2024-05-21,435543902,Trujillo,3,422.71,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0012223,2024-12-08,945204796,Lima,2,158.74,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012224,2025-03-30,772419578,Huánuco,4,467.52,Yape,Completado,crisol,2025-11-09
CR-TX-0012225,2024-11-23,536217384,Pucallpa,3,144.98,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012226,2023-06-03,114292012,Tacna,3,210.77,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012227,2024-12-22,705332300,Cusco,4,430.29,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012228,2025-04-20,739901723,Chiclayo,1,71.2,Plin,Completado,crisol,2025-11-09
CR-TX-0012229,2025-08-10,734730622,Chiclayo,4,418.02,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012230,2023-12-15,619843588,Lima,3,230.45,Yape,Completado,crisol,2025-11-09
CR-TX-0012231,2024-11-21,295528095,Cusco,2,80.66,Yape,Completado,crisol,2025-11-09
CR-TX-0012232,2024-04-03,183406035,Cajamarca,4,865.89,Yape,Completado,crisol,2025-11-09
CR-TX-0012233,2024-11-30,283685675,Trujillo,2,262.14,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0012234,2024-11-10,168332897,Cajamarca,4,407.81,Tarjeta de Crédito,Pendiente,crisol,2025-11-09
CR-TX-0012235,2023-11-02,376909699,Lima,2,149.71,Plin,Completado,crisol,2025-11-09
CR-TX-0012236,2022-10-08,500752195,Arequipa,4,684.78,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012237,2025-05-18,229766590,Arequipa,3,207.59,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012238,2024-12-08,794751491,Chiclayo,1,28.3,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0012239,2024-08-14,843493564,Huancayo,3,139.2,Yape,Completado,crisol,2025-11-09
CR-TX-0012240,2024-05-16,109359090,Huánuco,2,455.22,Efectivo,Cancelado,crisol,2025-11-09
CR-TX-0012241,2024-06-22,450139320,Cusco,3,295.88,Plin,Completado,crisol,2025-11-09
CR-TX-0012242,2024-09-08,851169063,Arequipa,3,223.85,Plin,Pendiente,crisol,2025-11-09
CR-TX-0012243,2023-11-15,493596700,Cusco,4,415.96,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012244,2024-04-03,92820212,Cusco,1,147.66,Yape,Completado,crisol,2025-11-09
CR-TX-0012245,2024-09-25,911880405,Cajamarca,2,249.16,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012246,2024-02-24,349485406,Lima,4,305.82,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012247,2024-04-27,731234541,Piura,3,330.07,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0012248,2024-01-20,841674691,Cajamarca,1,45.32,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012249,2024-06-14,962048466,Huánuco,2,158.08,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012250,2023-01-19,650105387,Ayacucho,2,173.73,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0012251,2023-11-07,34606221,Cajamarca,1,111.44,Plin,Completado,crisol,2025-11-09
CR-TX-0012252,2022-12-22,24384586,Pucallpa,4,435.38,Yape,Pendiente,crisol,2025-11-09
CR-TX-0012253,2023-02-07,419124621,Trujillo,3,126.19,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012254,2023-11-06,362993315,Ayacucho,2,200.9,Plin,Completado,crisol,2025-11-09
CR-TX-0012255,2023-06-07,950263498,Piura,1,34.1,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012256,2023-12-27,884968257,Pucallpa,2,253.56,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012257,2025-02-15,453046380,Cajamarca,4,184.78,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012258,2024-01-20,255507439,Trujillo,3,466.26,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012259,2025-03-12,75761121,Ayacucho,2,297.78,Yape,Pendiente,crisol,2025-11-09
CR-TX-0012260,2025-05-13,660696350,Huánuco,3,308.73,Plin,Completado,crisol,2025-11-09
CR-TX-0012261,2023-05-16,779314292,Chiclayo,4,236.67,Yape,Completado,crisol,2025-11-09
CR-TX-0012262,2023-07-20,645416278,Chiclayo,2,154.87,Transferencia,Cancelado,crisol,2025-11-09
CR-TX-0012263,2025-03-15,716418659,Trujillo,2,175.16,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012264,2024-07-06,229382889,Cajamarca,3,238.16,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012265,2025-03-25,492845076,Pucallpa,4,625.31,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012266,2023-01-30,151379716,Huancayo,3,140.27,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012267,2024-06-17,202557660,Lima,4,307.68,Plin,Completado,crisol,2025-11-09
CR-TX-0012268,2025-07-02,640407346,Huánuco,2,146.54,Transferencia,Pendiente,crisol,2025-11-09
CR-TX-0012269,2025-04-03,345910463,Cusco,4,375.73,Plin,Completado,crisol,2025-11-09
CR-TX-0012270,2023-10-18,204700754,Ayacucho,1,70.2,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012271,2023-01-20,877783087,Huancayo,1,328.53,Plin,Completado,crisol,2025-11-09
CR-TX-0012272,2025-03-21,72110452,Ica,2,241.3,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012273,2024-05-17,46984680,Pucallpa,1,154.35,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012274,2024-04-05,452143688,Cajamarca,2,191.82,Yape,Completado,crisol,2025-11-09
CR-TX-0012275,2022-10-04,858730450,Pucallpa,2,198.88,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012276,2023-10-20,850629699,Ica,3,233.96,Yape,Completado,crisol,2025-11-09
CR-TX-0012277,2025-07-07,986268233,Chiclayo,1,64.31,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012278,2024-02-17,759717424,Arequipa,1,17.82,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012279,2025-06-03,569257542,Huánuco,2,129.95,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012280,2023-09-29,262523228,Lima,2,210.31,Plin,Cancelado,crisol,2025-11-09
CR-TX-0012281,2023-04-24,283761498,Pucallpa,1,62.64,Plin,Completado,crisol,2025-11-09
CR-TX-0012282,2024-11-17,235771983,Pucallpa,4,564.24,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012283,2025-09-16,64295287,Tacna,3,256.41,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012284,2023-01-17,350741385,Huancayo,3,289.02,Yape,Completado,crisol,2025-11-09
CR-TX-0012285,2023-11-25,834552051,Tacna,3,215.17,Plin,Completado,crisol,2025-11-09
CR-TX-0012286,2025-01-24,914143043,Tacna,4,465.17,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012287,2023-05-22,898564400,Piura,4,638.51,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012288,2024-01-12,822221419,Trujillo,1,108.1,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012289,2024-10-14,550284454,Cajamarca,2,227.62,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012290,2022-11-13,555265685,Huancayo,1,278.94,Transferencia,Cancelado,crisol,2025-11-09
CR-TX-0012291,2023-08-08,337578851,Huancayo,3,244.5,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012292,2024-11-02,328105366,Cusco,4,419.02,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012293,2023-08-01,628916168,Huancayo,3,287.61,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012294,2024-01-30,608105497,Piura,2,259.02,Transferencia,Completado,crisol,2025-11-09
CR-TX-0012295,2023-11-23,493345145,Trujillo,1,49.1,Plin,Completado,crisol,2025-11-09
CR-TX-0012296,2022-11-27,112081462,Trujillo,2,171.82,Tarjeta de Crédito,Completado,crisol,2025-11-09
CR-TX-0012297,2023-10-24,760209271,Huánuco,4,488.36,Efectivo,Pendiente,crisol,2025-11-09
CR-TX-0012298,2023-09-15,688508912,Cusco,2,209.94,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012299,2024-05-25,984301344,Cusco,3,252.62,Efectivo,Completado,crisol,2025-11-09
CR-TX-0012300,2024-12-18,122210617,Tacna,3,298.74,Yape,Cancelado,crisol,2025-11-09
