usuario_id,edad,genero,region,tipo_usuario,fecha_registro,vendor,ingest_date
92293489,37,Femenino,Arequipa,Nuevo,2023-10-29,sbs,2025-11-09
96718276,21,Otro,Cusco,Recurrente,2024-04-19,sbs,2025-11-09
83337520,46,Masculino,Cusco,Nuevo,2024-08-22,sbs,2025-11-09
34008676,26,Femenino,Arequipa,Nuevo,2023-01-26,sbs,2025-11-09
43565477,47,Otro,Chiclayo,Recurrente,2023-04-03,sbs,2025-11-09
22239481,38,Otro,Chiclayo,Recurrente,2023-05-07,sbs,2025-11-09
80305568,25,Otro,Arequipa,Nuevo,2023-03-29,sbs,2025-11-09
60825385,63,Femenino,Cusco,Nuevo,2023-06-13,sbs,2025-11-09
85898994,53,Femenino,Lima,Recurrente,2023-12-10,sbs,2025-11-09
16886777,60,Masculino,Chiclayo,Recurrente,2023-07-03,sbs,2025-11-09
48759467,44,Femenino,Piura,Recurrente,2024-04-01,sbs,2025-11-09
10474177,58,Masculino,Lima,Recurrente,2023-07-27,sbs,2025-11-09
82947490,57,Femenino,Lima,Nuevo,2024-05-25,sbs,2025-11-09
39108314,69,Masculino,Cusco,Recurrente,2023-09-01,sbs,2025-11-09
20657547,55,Otro,Arequipa,Nuevo,2024-03-28,sbs,2025-11-09
47327686,56,Otro,Lima,Nuevo,2024-07-14,sbs,2025-11-09
16565770,57,Otro,Cusco,Recurrente,2023-08-01,sbs,2025-11-09
29511823,29,Masculino,Lima,Recurrente,2023-02-07,sbs,2025-11-09
54440977,20,Otro,Cusco,Recurrente,2023-11-02,sbs,2025-11-09
31654047,23,Masculino,Lima,Nuevo,2023-07-02,sbs,2025-11-09
85454146,61,Femenino,Cusco,Recurrente,2024-08-09,sbs,2025-11-09
22499198,29,Femenino,Cusco,Nuevo,2023-02-06,sbs,2025-11-09
19082067,67,Femenino,Piura,Nuevo,2024-01-24,sbs,2025-11-09
28058430,66,Femenino,Cusco,Nuevo,2024-04-27,sbs,2025-11-09
80416822,25,Otro,Piura,Nuevo,2024-02-28,sbs,2025-11-09
86687590,31,Otro,Chiclayo,Nuevo,2023-04-22,sbs,2025-11-09
91171931,64,Otro,Cusco,Recurrente,2024-05-10,sbs,2025-11-09
44850980,68,Otro,Piura,Nuevo,2023-11-21,sbs,2025-11-09
92448605,51,Otro,Cusco,Nuevo,2023-05-13,sbs,2025-11-09
76102828,54,Femenino,Cusco,Recurrente,2024-05-24,sbs,2025-11-09
35978571,69,Masculino,Cusco,Nuevo,2023-10-25,sbs,2025-11-09
37827473,18,Masculino,Lima,Nuevo,2023-05-01,sbs,2025-11-09
56929234,69,Otro,Arequipa,Nuevo,2023-12-08,sbs,2025-11-09
47799296,53,Otro,Chiclayo,Nuevo,2023-07-26,sbs,2025-11-09
53476321,34,Masculino,Piura,Nuevo,2024-07-17,sbs,2025-11-09
63156840,67,Masculino,Lima,Recurrente,2023-12-16,sbs,2025-11-09
36040330,64,Otro,Cusco,Recurrente,2023-06-29,sbs,2025-11-09
96657974,39,Femenino,Arequipa,Recurrente,2023-02-06,sbs,2025-11-09
54977656,26,Femenino,Chiclayo,Nuevo,2024-07-03,sbs,2025-11-09
85825317,47,Femenino,Lima,Recurrente,2023-11-03,sbs,2025-11-09
37952515,64,Otro,Piura,Nuevo,2023-01-20,sbs,2025-11-09
18886963,54,Otro,Piura,Recurrente,2023-12-29,sbs,2025-11-09
94088862,27,Femenino,Lima,Nuevo,2024-01-20,sbs,2025-11-09
89885300,52,Masculino,Cusco,Nuevo,2023-07-11,sbs,2025-11-09
65548633,25,Femenino,Piura,Recurrente,2023-10-06,sbs,2025-11-09
39009803,23,Femenino,Chiclayo,Nuevo,2023-11-06,sbs,2025-11-09
37125189,51,Femenino,Chiclayo,Nuevo,2023-02-08,sbs,2025-11-09
77116153,23,Femenino,Cusco,Nuevo,2024-05-09,sbs,2025-11-09
51655640,27,Masculino,Piura,Recurrente,2024-06-20,sbs,2025-11-09
79276026,67,Femenino,Chiclayo,Recurrente,2023-04-11,sbs,2025-11-09
62021209,61,Masculino,Chiclayo,Recurrente,2024-04-15,sbs,2025-11-09
89763928,63,Otro,Lima,Nuevo,2023-02-15,sbs,2025-11-09
79870757,23,Femenino,Arequipa,Recurrente,2023-04-16,sbs,2025-11-09
95745109,67,Otro,Piura,Nuevo,2023-11-16,sbs,2025-11-09
81440849,31,Femenino,Chiclayo,Nuevo,2023-10-11,sbs,2025-11-09
46726921,38,Femenino,Lima,Nuevo,2023-06-11,sbs,2025-11-09
37726346,25,Masculino,Cusco,Nuevo,2023-04-15,sbs,2025-11-09
48019546,52,Femenino,Cusco,Nuevo,2023-05-25,sbs,2025-11-09
82555030,54,Masculino,Chiclayo,Nuevo,2023-12-13,sbs,2025-11-09
24217270,46,Masculino,Chiclayo,Nuevo,2023-02-21,sbs,2025-11-09
90010054,42,Masculino,Lima,Nuevo,2023-07-03,sbs,2025-11-09
54604858,55,Otro,Arequipa,Nuevo,2023-11-16,sbs,2025-11-09
86207390,70,Masculino,Cusco,Nuevo,2024-04-21,sbs,2025-11-09
96492401,26,Masculino,Arequipa,Nuevo,2023-11-14,sbs,2025-11-09
29289997,63,Femenino,Arequipa,Nuevo,2023-08-18,sbs,2025-11-09
53588695,57,Femenino,Piura,Nuevo,2023-12-05,sbs,2025-11-09
57169588,47,Femenino,Lima,Nuevo,2023-04-26,sbs,2025-11-09
91126594,48,Femenino,Chiclayo,Nuevo,2023-12-23,sbs,2025-11-09
53737494,54,Masculino,Cusco,Nuevo,2023-04-20,sbs,2025-11-09
71870997,53,Otro,Lima,Recurrente,2024-06-29,sbs,2025-11-09
83544472,43,Otro,Arequipa,Nuevo,2023-09-07,sbs,2025-11-09
89318677,28,Femenino,Arequipa,Nuevo,2023-08-02,sbs,2025-11-09
41696096,45,Femenino,Cusco,Recurrente,2024-07-11,sbs,2025-11-09
75314414,29,Otro,Lima,Recurrente,2024-08-10,sbs,2025-11-09
23106885,25,Otro,Cusco,Nuevo,2024-07-22,sbs,2025-11-09
19342578,70,Femenino,Chiclayo,Nuevo,2024-02-20,sbs,2025-11-09
53943990,56,Masculino,Cusco,Recurrente,2024-01-24,sbs,2025-11-09
87949346,49,Otro,Lima,Nuevo,2023-05-23,sbs,2025-11-09
70797197,66,Otro,Lima,Recurrente,2023-06-02,sbs,2025-11-09
36261929,52,Femenino,Arequipa,Nuevo,2024-04-02,sbs,2025-11-09
68348074,31,Otro,Piura,Nuevo,2023-11-08,sbs,2025-11-09
64250458,63,Femenino,Lima,Nuevo,2024-06-06,sbs,2025-11-09
17130627,26,Femenino,Lima,Nuevo,2024-07-16,sbs,2025-11-09
24723458,18,Otro,Cusco,Recurrente,2024-01-03,sbs,2025-11-09
93914843,36,Masculino,Chiclayo,Nuevo,2024-02-08,sbs,2025-11-09
83164605,38,Otro,Arequipa,Nuevo,2024-03-21,sbs,2025-11-09
84547422,31,Otro,Chiclayo,Nuevo,2023-07-12,sbs,2025-11-09
28022414,42,Femenino,Arequipa,Nuevo,2023-05-09,sbs,2025-11-09
98305426,18,Masculino,Lima,Nuevo,2024-05-13,sbs,2025-11-09
71207129,45,Masculino,Lima,Nuevo,2024-03-01,sbs,2025-11-09
70987778,68,Otro,Cusco,Recurrente,2023-07-04,sbs,2025-11-09
57688529,50,Femenino,Cusco,Recurrente,2024-01-29,sbs,2025-11-09
76861495,32,Masculino,Arequipa,Nuevo,2024-08-14,sbs,2025-11-09
87356703,64,Masculino,Cusco,Nuevo,2024-07-13,sbs,2025-11-09
25188664,41,Masculino,Lima,Nuevo,2024-01-13,sbs,2025-11-09
47503167,55,Femenino,Lima,Nuevo,2024-06-23,sbs,2025-11-09
42914388,47,Otro,Lima,Nuevo,2023-04-01,sbs,2025-11-09
87796412,48,Otro,Lima,Recurrente,2024-07-06,sbs,2025-11-09
11447323,37,Otro,Lima,Recurrente,2024-07-01,sbs,2025-11-09
54495054,48,Femenino,Cusco,Recurrente,2024-08-10,sbs,2025-11-09
90213415,44,Femenino,Piura,Nuevo,2023-02-06,sbs,2025-11-09
87596783,65,Femenino,Cusco,Nuevo,2024-04-29,sbs,2025-11-09
93794410,28,Otro,Lima,Recurrente,2023-10-26,sbs,2025-11-09
20316277,19,Femenino,Arequipa,Nuevo,2024-06-01,sbs,2025-11-09
46939015,68,Femenino,Piura,Nuevo,2023-10-15,sbs,2025-11-09
98470372,34,Masculino,Lima,Nuevo,2023-06-04,sbs,2025-11-09
75084661,46,Femenino,Chiclayo,Nuevo,2023-08-30,sbs,2025-11-09
29470999,29,Otro,Lima,Nuevo,2023-03-28,sbs,2025-11-09
61427803,56,Masculino,Arequipa,Recurrente,2024-02-27,sbs,2025-11-09
38300713,33,Otro,Arequipa,Recurrente,2023-06-21,sbs,2025-11-09
25568500,54,Otro,Piura,Nuevo,2023-09-28,sbs,2025-11-09
73923372,21,Masculino,Arequipa,Nuevo,2023-11-05,sbs,2025-11-09
73698335,65,Otro,Chiclayo,Nuevo,2024-02-04,sbs,2025-11-09
48761035,34,Masculino,Cusco,Recurrente,2023-01-13,sbs,2025-11-09
15505291,69,Femenino,Arequipa,Recurrente,2024-06-26,sbs,2025-11-09
91937985,24,Otro,Piura,Recurrente,2024-03-18,sbs,2025-11-09
44271680,59,Femenino,Piura,Nuevo,2023-04-11,sbs,2025-11-09
89017236,59,Otro,Arequipa,Nuevo,2023-09-05,sbs,2025-11-09
52046364,67,Masculino,Cusco,Nuevo,2023-07-04,sbs,2025-11-09
65196875,53,Masculino,Lima,Recurrente,2023-01-13,sbs,2025-11-09
39449560,24,Otro,Lima,Recurrente,2023-12-26,sbs,2025-11-09
93134088,64,Femenino,Piura,Nuevo,2023-01-25,sbs,2025-11-09
90448089,23,Masculino,Cusco,Recurrente,2023-08-11,sbs,2025-11-09
60460287,58,Masculino,Lima,Nuevo,2023-05-14,sbs,2025-11-09
24877375,60,Otro,Cusco,Recurrente,2023-07-09,sbs,2025-11-09
95735668,62,Masculino,Piura,Nuevo,2023-03-19,sbs,2025-11-09
44539133,47,Femenino,Arequipa,Recurrente,2023-11-28,sbs,2025-11-09
62155724,28,Masculino,Piura,Recurrente,2024-01-27,sbs,2025-11-09
33881291,39,Masculino,Piura,Recurrente,2023-09-29,sbs,2025-11-09
91913332,46,Masculino,Arequipa,Recurrente,2023-07-25,sbs,2025-11-09
67881875,43,Masculino,Arequipa,Nuevo,2024-07-07,sbs,2025-11-09
23862962,31,Otro,Lima,Recurrente,2023-09-23,sbs,2025-11-09
69845276,20,Masculino,Lima,Nuevo,2023-09-14,sbs,2025-11-09
15078212,19,Femenino,Chiclayo,Recurrente,2023-01-01,sbs,2025-11-09
62523472,60,Femenino,Piura,Nuevo,2023-12-04,sbs,2025-11-09
74174787,54,Masculino,Cusco,Recurrente,2024-05-17,sbs,2025-11-09
61596498,45,Femenino,Lima,Nuevo,2023-01-04,sbs,2025-11-09
54753520,62,Femenino,Lima,Nuevo,2024-01-03,sbs,2025-11-09
59037166,61,Femenino,Arequipa,Nuevo,2023-04-03,sbs,2025-11-09
96945247,52,Femenino,Lima,Recurrente,2023-10-24,sbs,2025-11-09
98682228,30,Masculino,Cusco,Nuevo,2024-01-29,sbs,2025-11-09
75297400,30,Femenino,Arequipa,Recurrente,2024-01-03,sbs,2025-11-09
14791343,23,Otro,Arequipa,Recurrente,2023-05-24,sbs,2025-11-09
18454727,30,Masculino,Cusco,Nuevo,2024-02-03,sbs,2025-11-09
12203625,68,Otro,Piura,Nuevo,2024-04-05,sbs,2025-11-09
64426343,20,Femenino,Lima,Nuevo,2023-02-13,sbs,2025-11-09
29992217,25,Masculino,Cusco,Nuevo,2024-07-03,sbs,2025-11-09
29003951,65,Otro,Chiclayo,Recurrente,2023-02-07,sbs,2025-11-09
42572300,49,Otro,Lima,Nuevo,2023-02-16,sbs,2025-11-09
51250118,62,Otro,Chiclayo,Nuevo,2023-02-21,sbs,2025-11-09
24271532,70,Masculino,Arequipa,Nuevo,2023-03-07,sbs,2025-11-09
18470495,25,Femenino,Cusco,Recurrente,2023-08-14,sbs,2025-11-09
53518077,69,Masculino,Arequipa,Nuevo,2024-02-16,sbs,2025-11-09
38619492,25,Otro,Cusco,Nuevo,2023-11-26,sbs,2025-11-09
26206185,66,Masculino,Cusco,Nuevo,2023-03-06,sbs,2025-11-09
84277128,35,Masculino,Arequipa,Nuevo,2024-01-14,sbs,2025-11-09
27900736,28,Femenino,Chiclayo,Recurrente,2023-02-11,sbs,2025-11-09
12097866,24,Otro,Cusco,Nuevo,2023-06-11,sbs,2025-11-09
97477181,49,Masculino,Lima,Nuevo,2023-04-02,sbs,2025-11-09
27031212,55,Femenino,Arequipa,Recurrente,2024-05-02,sbs,2025-11-09
42112095,31,Masculino,Piura,Nuevo,2024-02-26,sbs,2025-11-09
92147935,29,Otro,Lima,Nuevo,2024-05-26,sbs,2025-11-09
84854623,23,Otro,Piura,Nuevo,2023-01-05,sbs,2025-11-09
93070162,33,Masculino,Lima,Recurrente,2023-04-08,sbs,2025-11-09
47101348,41,Otro,Cusco,Nuevo,2023-08-02,sbs,2025-11-09
76775311,21,Masculino,Lima,Recurrente,2024-04-30,sbs,2025-11-09
48260712,29,Masculino,Lima,Nuevo,2024-01-08,sbs,2025-11-09
15813974,31,Femenino,Piura,Nuevo,2024-04-09,sbs,2025-11-09
31212522,24,Otro,Lima,Recurrente,2023-06-30,sbs,2025-11-09
41581408,68,Masculino,Arequipa,Nuevo,2023-03-14,sbs,2025-11-09
36675960,64,Femenino,Cusco,Nuevo,2024-03-05,sbs,2025-11-09
53772726,65,Otro,Piura,Nuevo,2023-04-23,sbs,2025-11-09
60403103,32,Masculino,Chiclayo,Recurrente,2023-07-24,sbs,2025-11-09
68500818,32,Masculino,Arequipa,Nuevo,2023-02-25,sbs,2025-11-09
60128319,27,Masculino,Cusco,Nuevo,2024-02-01,sbs,2025-11-09
37140286,26,Femenino,Chiclayo,Nuevo,2023-10-04,sbs,2025-11-09
47662052,39,Masculino,Lima,Recurrente,2023-03-03,sbs,2025-11-09
56113991,26,Masculino,Arequipa,Nuevo,2023-06-25,sbs,2025-11-09
87594146,32,Femenino,Cusco,Nuevo,2023-06-24,sbs,2025-11-09
75661110,53,Masculino,Lima,Nuevo,2024-06-18,sbs,2025-11-09
11946674,31,Otro,Arequipa,Recurrente,2023-10-13,sbs,2025-11-09
87774748,64,Femenino,Chiclayo,Nuevo,2024-03-20,sbs,2025-11-09
66072388,32,Otro,Chiclayo,Recurrente,2023-01-06,sbs,2025-11-09
14512474,20,Masculino,Arequipa,Recurrente,2024-05-31,sbs,2025-11-09
70725652,45,Otro,Arequipa,Nuevo,2023-04-11,sbs,2025-11-09
64575354,49,Masculino,Lima,Nuevo,2023-01-13,sbs,2025-11-09
12138110,31,Masculino,Piura,Nuevo,2023-04-03,sbs,2025-11-09
86555214,48,Otro,Piura,Nuevo,2024-04-15,sbs,2025-11-09
28605786,65,Otro,Lima,Recurrente,2024-04-19,sbs,2025-11-09
94129142,63,Femenino,Chiclayo,Recurrente,2024-01-15,sbs,2025-11-09
61657620,47,Otro,Lima,Recurrente,2023-03-14,sbs,2025-11-09
46210517,62,Femenino,Cusco,Nuevo,2024-03-12,sbs,2025-11-09
20866138,62,Otro,Cusco,Nuevo,2023-08-01,sbs,2025-11-09
16920612,57,Femenino,Lima,Nuevo,2024-01-08,sbs,2025-11-09
59066128,25,Femenino,Piura,Nuevo,2023-02-11,sbs,2025-11-09
37476059,41,Masculino,Cusco,Recurrente,2024-07-28,sbs,2025-11-09
87862305,26,Femenino,Chiclayo,Nuevo,2024-05-04,sbs,2025-11-09
77587480,62,Masculino,Chiclayo,Nuevo,2023-10-01,sbs,2025-11-09
56335527,61,Femenino,Piura,Nuevo,2024-01-17,sbs,2025-11-09
73104323,46,Femenino,Cusco,Nuevo,2023-05-06,sbs,2025-11-09
93342668,63,Otro,Cusco,Recurrente,2024-04-07,sbs,2025-11-09
21718382,41,Otro,Lima,Nuevo,2024-04-13,sbs,2025-11-09
24678711,23,Femenino,Chiclayo,Nuevo,2023-03-20,sbs,2025-11-09
30199508,28,Femenino,Lima,Recurrente,2024-05-23,sbs,2025-11-09
27720413,31,Otro,Lima,Nuevo,2024-07-08,sbs,2025-11-09
49126722,48,Femenino,Arequipa,Nuevo,2023-01-22,sbs,2025-11-09
79742280,30,Masculino,Lima,Recurrente,2023-08-26,sbs,2025-11-09
75249732,59,Femenino,Arequipa,Nuevo,2023-12-01,sbs,2025-11-09
71472671,55,Otro,Cusco,Recurrente,2024-03-31,sbs,2025-11-09
33050166,37,Otro,Chiclayo,Recurrente,2023-11-10,sbs,2025-11-09
16351040,68,Femenino,Chiclayo,Nuevo,2023-10-23,sbs,2025-11-09
93031143,27,Femenino,Piura,Nuevo,2023-06-20,sbs,2025-11-09
99436783,28,Otro,Cusco,Nuevo,2023-06-29,sbs,2025-11-09
52496800,68,Masculino,Chiclayo,Nuevo,2023-02-12,sbs,2025-11-09
37535486,54,Masculino,Arequipa,Nuevo,2023-07-08,sbs,2025-11-09
29856736,53,Otro,Lima,Recurrente,2023-12-19,sbs,2025-11-09
50474667,41,Femenino,Cusco,Recurrente,2024-06-30,sbs,2025-11-09
71477186,25,Masculino,Arequipa,Recurrente,2023-05-29,sbs,2025-11-09
78103287,38,Masculino,Lima,Recurrente,2024-07-13,sbs,2025-11-09
87004412,39,Otro,Piura,Nuevo,2023-10-24,sbs,2025-11-09
55457454,60,Masculino,Cusco,Recurrente,2024-03-28,sbs,2025-11-09
83948598,62,Masculino,Arequipa,Recurrente,2023-05-23,sbs,2025-11-09
69857441,25,Femenino,Lima,Nuevo,2023-08-14,sbs,2025-11-09
88306842,40,Masculino,Piura,Nuevo,2023-07-19,sbs,2025-11-09
82264474,51,Masculino,Piura,Nuevo,2023-03-27,sbs,2025-11-09
36098642,46,Otro,Lima,Recurrente,2024-02-08,sbs,2025-11-09
99491869,49,Femenino,Cusco,Nuevo,2023-02-27,sbs,2025-11-09
59610894,41,Femenino,Chiclayo,Recurrente,2024-03-13,sbs,2025-11-09
51350514,42,Femenino,Lima,Nuevo,2023-12-26,sbs,2025-11-09
65782199,46,Otro,Lima,Nuevo,2024-03-30,sbs,2025-11-09
65592149,69,Femenino,Piura,Nuevo,2024-03-10,sbs,2025-11-09
50698994,26,Otro,Cusco,Nuevo,2023-08-01,sbs,2025-11-09
21871327,48,Otro,Piura,Nuevo,2024-01-20,sbs,2025-11-09
72024691,18,Femenino,Piura,Nuevo,2024-07-23,sbs,2025-11-09
48851088,63,Otro,Chiclayo,Nuevo,2024-01-26,sbs,2025-11-09
88545322,53,Femenino,Lima,Recurrente,2023-11-06,sbs,2025-11-09
13602405,37,Femenino,Cusco,Recurrente,2023-08-18,sbs,2025-11-09
26666744,68,Masculino,Chiclayo,Nuevo,2024-04-28,sbs,2025-11-09
96541691,59,Otro,Piura,Nuevo,2024-05-18,sbs,2025-11-09
18955654,33,Masculino,Lima,Recurrente,2024-05-19,sbs,2025-11-09
68528124,56,Otro,Piura,Nuevo,2024-08-02,sbs,2025-11-09
60090353,34,Otro,Arequipa,Recurrente,2023-05-03,sbs,2025-11-09
31856985,50,Otro,Cusco,Nuevo,2023-09-23,sbs,2025-11-09
57967465,55,Masculino,Chiclayo,Nuevo,2023-05-19,sbs,2025-11-09
16538403,28,Masculino,Piura,Nuevo,2023-12-31,sbs,2025-11-09
78969993,36,Femenino,Cusco,Nuevo,2023-03-20,sbs,2025-11-09
82975834,30,Otro,Chiclayo,Recurrente,2023-06-21,sbs,2025-11-09
22862542,38,Femenino,Piura,Nuevo,2024-01-07,sbs,2025-11-09
28381043,52,Otro,Piura,Recurrente,2023-01-14,sbs,2025-11-09
55676049,51,Femenino,Piura,Recurrente,2024-02-26,sbs,2025-11-09
35288872,28,Masculino,Chiclayo,Nuevo,2023-08-15,sbs,2025-11-09
81416669,68,Otro,Cusco,Recurrente,2024-06-22,sbs,2025-11-09
25645176,63,Otro,Lima,Nuevo,2023-03-20,sbs,2025-11-09
58663129,70,Masculino,Lima,Nuevo,2023-11-16,sbs,2025-11-09
33113253,26,Femenino,Cusco,Nuevo,2023-12-17,sbs,2025-11-09
39844365,63,Femenino,Lima,Recurrente,2023-05-02,sbs,2025-11-09
26823411,26,Otro,Chiclayo,Recurrente,2023-11-11,sbs,2025-11-09
20433455,31,Masculino,Lima,Nuevo,2023-04-25,sbs,2025-11-09
14401363,19,Femenino,Arequipa,Nuevo,2023-04-21,sbs,2025-11-09
25961469,68,Otro,Cusco,Nuevo,2024-04-25,sbs,2025-11-09
22952493,34,Masculino,Lima,Nuevo,2023-01-11,sbs,2025-11-09
34800996,68,Masculino,Cusco,Nuevo,2023-07-24,sbs,2025-11-09
87812909,60,Femenino,Lima,Nuevo,2023-10-12,sbs,2025-11-09
77767769,40,Femenino,Chiclayo,Recurrente,2023-09-05,sbs,2025-11-09
80979534,54,Masculino,Lima,Recurrente,2023-01-15,sbs,2025-11-09
82091897,31,Otro,Chiclayo,Recurrente,2023-06-25,sbs,2025-11-09
73715236,18,Otro,Lima,Recurrente,2024-05-31,sbs,2025-11-09
34273079,41,Otro,Cusco,Nuevo,2023-04-20,sbs,2025-11-09
64704189,40,Femenino,Arequipa,Nuevo,2023-08-22,sbs,2025-11-09
28241849,25,Femenino,Lima,Nuevo,2024-06-16,sbs,2025-11-09
21039132,49,Femenino,Piura,Nuevo,2023-02-11,sbs,2025-11-09
90582915,38,Femenino,Lima,Nuevo,2024-04-12,sbs,2025-11-09
49002238,65,Femenino,Arequipa,Nuevo,2024-02-22,sbs,2025-11-09
59317149,45,Masculino,Lima,Recurrente,2024-05-02,sbs,2025-11-09
68795196,29,Masculino,Arequipa,Recurrente,2024-02-10,sbs,2025-11-09
63770881,51,Otro,Lima,Nuevo,2024-02-09,sbs,2025-11-09
18685284,62,Otro,Lima,Recurrente,2023-06-22,sbs,2025-11-09
26476859,41,Masculino,Piura,Nuevo,2024-02-18,sbs,2025-11-09
89678350,32,Femenino,Arequipa,Nuevo,2024-08-18,sbs,2025-11-09
75032899,35,Otro,Arequipa,Nuevo,2024-02-19,sbs,2025-11-09
26400072,50,Femenino,Chiclayo,Recurrente,2023-04-21,sbs,2025-11-09
13989423,34,Femenino,Arequipa,Nuevo,2023-05-18,sbs,2025-11-09
13590174,24,Otro,Lima,Recurrente,2024-05-25,sbs,2025-11-09
50634767,29,Femenino,Cusco,Recurrente,2023-06-06,sbs,2025-11-09
76060289,57,Otro,Lima,Recurrente,2024-06-16,sbs,2025-11-09
75800289,68,Femenino,Chiclayo,Nuevo,2024-05-24,sbs,2025-11-09
83366099,50,Femenino,Cusco,Nuevo,2024-07-07,sbs,2025-11-09
61489930,19,Masculino,Arequipa,Recurrente,2023-05-02,sbs,2025-11-09
14410367,46,Femenino,Arequipa,Nuevo,2023-02-06,sbs,2025-11-09
75965276,29,Otro,Piura,Recurrente,2023-06-18,sbs,2025-11-09
24681002,45,Masculino,Piura,Recurrente,2024-05-14,sbs,2025-11-09
86800757,54,Otro,Arequipa,Recurrente,2024-07-06,sbs,2025-11-09
17480910,48,Femenino,Cusco,Recurrente,2024-06-02,sbs,2025-11-09
92804241,43,Femenino,Arequipa,Nuevo,2024-01-22,sbs,2025-11-09
89250658,61,Femenino,Piura,Nuevo,2023-01-29,sbs,2025-11-09
13610435,20,Masculino,Piura,Nuevo,2024-08-20,sbs,2025-11-09
56324312,66,Otro,Piura,Nuevo,2024-03-14,sbs,2025-11-09
43234179,40,Femenino,Piura,Nuevo,2023-09-08,sbs,2025-11-09
50924657,33,Otro,Piura,Nuevo,2023-03-09,sbs,2025-11-09
15016739,25,Femenino,Chiclayo,Nuevo,2023-11-30,sbs,2025-11-09
45784981,47,Otro,Arequipa,Nuevo,2024-03-07,sbs,2025-11-09
60699081,19,Otro,Arequipa,Nuevo,2023-11-21,sbs,2025-11-09
23429380,54,Femenino,Piura,Nuevo,2024-05-15,sbs,2025-11-09
99575241,62,Otro,Chiclayo,Nuevo,2024-05-29,sbs,2025-11-09
37079584,39,Masculino,Cusco,Nuevo,2024-03-22,sbs,2025-11-09
38733345,49,Otro,Lima,Recurrente,2024-07-02,sbs,2025-11-09
63959197,36,Femenino,Lima,Nuevo,2024-08-10,sbs,2025-11-09
87603784,69,Masculino,Cusco,Recurrente,2023-04-05,sbs,2025-11-09
81278157,24,Otro,Piura,Nuevo,2024-08-03,sbs,2025-11-09
97447790,48,Femenino,Chiclayo,Nuevo,2023-03-20,sbs,2025-11-09
99047650,70,Femenino,Cusco,Recurrente,2024-03-19,sbs,2025-11-09
93881231,52,Femenino,Chiclayo,Nuevo,2023-09-15,sbs,2025-11-09
94267786,50,Femenino,Cusco,Nuevo,2023-01-20,sbs,2025-11-09
98691908,63,Otro,Chiclayo,Nuevo,2023-08-07,sbs,2025-11-09
92466364,70,Otro,Arequipa,Nuevo,2024-06-29,sbs,2025-11-09
80097837,67,Femenino,Cusco,Recurrente,2023-03-03,sbs,2025-11-09
50302318,30,Femenino,Arequipa,Nuevo,2023-06-04,sbs,2025-11-09
95084307,45,Femenino,Piura,Recurrente,2023-03-07,sbs,2025-11-09
44419684,31,Femenino,Piura,Recurrente,2023-06-14,sbs,2025-11-09
30127592,61,Otro,Chiclayo,Nuevo,2023-04-27,sbs,2025-11-09
72298460,30,Masculino,Chiclayo,Recurrente,2023-11-14,sbs,2025-11-09
37110707,49,Otro,Arequipa,Nuevo,2023-02-07,sbs,2025-11-09
98405286,28,Femenino,Chiclayo,Nuevo,2023-10-12,sbs,2025-11-09
12672106,53,Masculino,Lima,Recurrente,2024-05-12,sbs,2025-11-09
64627534,21,Masculino,Piura,Nuevo,2023-03-07,sbs,2025-11-09
41680907,41,Otro,Lima,Nuevo,2023-05-24,sbs,2025-11-09
99149714,25,Otro,Cusco,Recurrente,2024-06-18,sbs,2025-11-09
41954134,55,Otro,Piura,Nuevo,2023-04-03,sbs,2025-11-09
62338292,56,Masculino,Piura,Nuevo,2024-08-21,sbs,2025-11-09
29364653,69,Otro,Chiclayo,Recurrente,2023-08-12,sbs,2025-11-09
64811239,24,Masculino,Chiclayo,Recurrente,2024-03-26,sbs,2025-11-09
25161415,34,Otro,Lima,Nuevo,2024-01-19,sbs,2025-11-09
47276794,38,Otro,Arequipa,Nuevo,2023-09-10,sbs,2025-11-09
51362065,68,Masculino,Piura,Nuevo,2024-01-12,sbs,2025-11-09
42168745,19,Otro,Cusco,Nuevo,2023-02-25,sbs,2025-11-09
26381779,34,Otro,Arequipa,Nuevo,2024-01-07,sbs,2025-11-09
44297151,52,Masculino,Arequipa,Nuevo,2024-02-07,sbs,2025-11-09
68900892,37,Masculino,Chiclayo,Nuevo,2023-06-14,sbs,2025-11-09
20750109,58,Femenino,Arequipa,Recurrente,2023-10-08,sbs,2025-11-09
66689004,70,Femenino,Arequipa,Recurrente,2023-12-07,sbs,2025-11-09
18907659,70,Masculino,Chiclayo,Recurrente,2024-06-02,sbs,2025-11-09
53858104,40,Femenino,Cusco,Recurrente,2024-07-14,sbs,2025-11-09
94578152,47,Otro,Lima,Recurrente,2023-07-08,sbs,2025-11-09
94328498,46,Otro,Chiclayo,Nuevo,2023-07-24,sbs,2025-11-09
43501223,37,Femenino,Cusco,Nuevo,2023-06-11,sbs,2025-11-09
52869025,51,Otro,Chiclayo,Recurrente,2024-02-25,sbs,2025-11-09
47822197,46,Femenino,Chiclayo,Nuevo,2023-12-02,sbs,2025-11-09
60643036,30,Masculino,Arequipa,Nuevo,2024-02-07,sbs,2025-11-09
96853189,54,Masculino,Lima,Recurrente,2024-07-25,sbs,2025-11-09
36610839,57,Otro,Chiclayo,Recurrente,2024-04-18,sbs,2025-11-09
